,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/hdd/0/temperature/0,/hdd/0/load/0
Time,"CPU Core #1","CPU Core #2","CPU Total","CPU Core #1","CPU Core #2","CPU Package","CPU Core #1","CPU Core #2","CPU Package","CPU Cores","CPU Graphics","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","Temperature","Used Space"
02/01/2021 21:56:16,20.3125,31.25,25.78125,53,54,56,2494.34253,2494.34253,9.336968,6.44794035,0.009033507,99.7737,55.42172,4.368141,3.51350021,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:17,22.65625,29.6875,26.171875,59,50,59,2494.342,2494.342,9.459935,6.54299068,0.01776187,99.77369,55.4268532,4.36854553,3.51309586,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:18,14.84375,36.71875,25.78125,53,55,57,2494.34229,2494.34229,9.320711,6.430784,0.011566543,99.77369,55.4285927,4.368683,3.51295853,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:19,22.65625,30.46875,26.5625,53,55,56,2494.342,2494.342,9.47567,6.55079937,0.0175024085,99.77368,55.4285431,4.368679,3.51296234,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:20,17.1875,36.71875,26.953125,57,52,58,2494.34229,2494.34229,9.352723,6.439746,0.018326465,99.77369,55.43019,4.36880875,3.51283264,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:21,23.4375,28.125,25.78125,58,52,59,2494.34229,2494.34229,9.320193,6.413567,0.0175939091,99.77369,55.4298019,4.368778,3.51286316,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:22,22.65625,29.6875,26.171875,54,56,57,2494.3418,2494.3418,9.37657,6.460038,0.0180060118,99.773674,55.43048,4.36883163,3.51280975,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:23,21.875,30.46875,26.171875,53,57,57,2494.34229,2494.34229,9.312747,6.40508842,0.0178075954,99.7737,55.4306221,4.368843,3.51279831,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:24,19.53125,34.375,26.953125,57,52,60,2494.342,2494.342,9.41607952,6.49411869,0.0185399763,99.77368,55.4304276,4.368828,3.51281357,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:25,22.65625,28.90625,25.78125,59,50,61,2494.34277,2494.34277,9.349143,6.438529,0.0172278024,99.7737045,55.4292679,4.36873627,3.51290512,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:26,21.875,30.46875,26.171875,53,55,58,2494.342,2494.342,9.400238,6.48959637,0.0178381614,99.77368,55.42898,4.36871338,3.512928,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:27,22.65625,28.90625,25.78125,58,50,60,2494.342,2494.342,9.307084,6.416903,0.0112003013,99.77369,55.4265556,4.36852264,3.51311874,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:28,20.3125,32.03125,26.171875,57,51,59,2494.34229,2494.34229,9.424255,6.504651,0.0178686213,99.7737,55.42661,4.36852646,3.513115,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:29,21.875,29.6875,25.78125,58,51,59,2494.34155,2494.34155,9.401115,6.48895025,0.0172277745,99.77367,55.4258347,4.36846542,3.513176,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:30,14.84375,36.71875,25.78125,54,56,57,2494.34253,2494.34253,9.373651,6.456642,0.0174413528,99.7737045,55.4227371,4.36822128,3.51342,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:31,25,27.34375,26.171875,57,52,59,2494.34229,2494.34229,9.321325,6.41144848,0.01760926,99.77369,55.4221535,4.36817551,3.513466,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
